Customers,Cancelled_orders_count
cff0857d677e9f5ce1bb5565401666ba,1
ef3dc353e727cc100dff76fdf0ab8a19,1
ef48aa70a51a4cf73b4dfc07ea69c77c,1
f04fb267036654af73a83e7c4d3414ce,1
f0b0eb2ecdbf5fb6b80ff673ebc5062f,1
f0b9f688a3b9151bc6b38f4b5b36ea44,1
f0d35e234997ee63e62d77f2c863fd3c,1
f1479c7c44f47c368c1a75e0f33d27f1,1
f26af5689353e4f341a4611f24e90aa5,1
f2a29b4d4c04184a9372bb7374d344ac,1
f2d12fb9cdae4493f4349e9d65a66bba,1
f39417775394ddaa9a81151e6afd4c5e,1
f50ca6544a0ed8a52cc964e15cbe9cf9,1
f53d78cb2bef71faba48e1e1b0316871,1
f58a61a7a24c4bddf8fa238ad645e3cd,1
f72d1ee92d55688d07ca88506300715e,1
f755e02e22f99b9e1658cbd2186a212d,1
f7e41e48e45dfb7643f171b5993cf54c,1
f95ccde28c7613a61e9e40681cac6104,1
f96e912268b0e5fc5f81bf5670bbb766,1
f9802d95fb5d7d95151b9d082b88ee9a,1
f9af3bfab584769f34c314b222d34263,1
f9e55e46bcdc6525fc9d01eb438f3371,1
f9fafec759ae13336c5d3c942aa86a39,1
fa1c245f817411cddf1a9d2c44a41b9a,1
fa230c2d335d24b666868f28388e3845,1
fa57a93088b5154400f24bee58fdf772,1
fae0c69e847078e8d0eb3fd6d2c7e781,1
fb0ee3da1096d44aeb3bda500a7d33d0,1
fbd9bc53c3eba9807d3e246b2104b2e9,1
fcd318dd219cded4518d90c72b04281a,1
fce3cbf990e49bda6b74fa9c68640b06,1
fd8ae395b4b313a4af523a90a92d6c10,1
fe19cddc4dc6f64d8d1733e854bbd9cb,1
fe362d146a84f9000664211ac929b9d5,1
fec36733d170d71e390acde47d74c6d6,1
